titulo,textos,verdadeira
“Já gastamos até agora R$ 600 bilhões [Com medidas de combate à Covid-19].”,“Já gastamos até agora R$ 600 bilhões [Com medidas de combate à Covid-19].”,1
"“Pelo que tudo indica, tem salvado vidas [a hidroxicloroquina].”","“Pelo que tudo indica, tem salvado vidas [a hidroxicloroquina].”",1
“70% vai contrair o vírus. Não adianta.”,“70% vai contrair o vírus. Não adianta.”,1
“1- Há 40 dias venho falando do uso da Hidroxicloroquina no tratamento do COVID-19.”,“1- Há 40 dias venho falando do uso da Hidroxicloroquina no tratamento do COVID-19.”,1
"“Sempre busquei tratar da vida das pessoas em 1° lugar, mas também se preocupando em preservar empregos.”","“Sempre busquei tratar da vida das pessoas em 1° lugar, mas também se preocupando em preservar empregos.”",1
“2- Cada vez mais o uso da Cloroquina se apresenta como algo eficaz. ”,“2- Cada vez mais o uso da Cloroquina se apresenta como algo eficaz. ”,1
“Há mais de 40 dias que eu venho falando desta possibilidade [a hidroxicloroquina].”,“Há mais de 40 dias que eu venho falando desta possibilidade [a hidroxicloroquina].”,1
"“Abaixo de 10 [anos a taxa de mortalidade] é zero, que nós sabemos até agora.”","“Abaixo de 10 [anos a taxa de mortalidade] é zero, que nós sabemos até agora.”",1
"“De qualquer maneira [com ou sem medidas de isolamento], o número de infectados vai ser o mesmo.”","“De qualquer maneira [com ou sem medidas de isolamento], o número de infectados vai ser o mesmo.”",1
“O próprio diretor da OMS falou (...) que cada país tem sua particularidade. Que o homem tem que se movimentar para levar o pão de cada dia para sua casa.”,“O próprio diretor da OMS falou (...) que cada país tem sua particularidade. Que o homem tem que se movimentar para levar o pão de cada dia para sua casa.”,1
“Não restam dúvidas de que o nosso objetivo principal sempre foi salvar vidas.”,“Não restam dúvidas de que o nosso objetivo principal sempre foi salvar vidas.”,1
"“Respeito a autonomia dos governadores e prefeitos. Muitas medidas, de forma restritiva ou não, são de responsabilidade exclusiva dos mesmos.”","“Respeito a autonomia dos governadores e prefeitos. Muitas medidas, de forma restritiva ou não, são de responsabilidade exclusiva dos mesmos.”",1
“O governo federal não foi consultado sobre sua amplitude ou duração [das medidas de isolamento].”,“O governo federal não foi consultado sobre sua amplitude ou duração [das medidas de isolamento].”,1
"“Após ouvir médicos, pesquisadores e chefes de Estado de outros países, passei a divulgar, nos últimos 40 dias, a possibilidade de tratamento da doença desde sua fase inicial.”","“Após ouvir médicos, pesquisadores e chefes de Estado de outros países, passei a divulgar, nos últimos 40 dias, a possibilidade de tratamento da doença desde sua fase inicial.”",1
"“Há pouco, conversei com o dr. Roberto Kalil. Cumprimentei-o pela honestidade e compromisso com o Juramento de Hipócrates, ao assumir que não só usou a hidroxicloroquina, bem como a ministrou para dezenas de pacientes. Todos estão salvos.”","“Há pouco, conversei com o dr. Roberto Kalil. Cumprimentei-o pela honestidade e compromisso com o Juramento de Hipócrates, ao assumir que não só usou a hidroxicloroquina, bem como a ministrou para dezenas de pacientes. Todos estão salvos.”",1
“Esse vírus é igual uma chuva. Vai molhar 70% de vocês. Isso ninguém contesta.”,“Esse vírus é igual uma chuva. Vai molhar 70% de vocês. Isso ninguém contesta.”,1
“Toda nação vai ficar livre de pandemia depois que 70% forem infectados e conseguir os anticorpos.”,“Toda nação vai ficar livre de pandemia depois que 70% forem infectados e conseguir os anticorpos.”,1
"“Destes 70%, que são os idosos e quem tem problema de saúde, vai ter problema sério.”","“Destes 70%, que são os idosos e quem tem problema de saúde, vai ter problema sério.”",1
"“Não dá para fugir disso, a tentativa é de atrasar a infecção para os hospitais poderem atender, mas desconheço qualquer hospital que esteja lotado, muito pelo contrário, tem um hospital no Rio de Janeiro, um tal de Gazolla [Hospital Municipal Ronaldo Gazolla, em Acarí], que tem 200 leitos, mas só 12 ocupados.”","“Não dá para fugir disso, a tentativa é de atrasar a infecção para os hospitais poderem atender, mas desconheço qualquer hospital que esteja lotado, muito pelo contrário, tem um hospital no Rio de Janeiro, um tal de Gazolla [Hospital Municipal Ronaldo Gazolla, em Acarí], que tem 200 leitos, mas só 12 ocupados.”",1
"“Mesmo esse 3,3% [de óbitos entre 30 e 39 anos no Brasil], é gente que tinha algum problema de saúde, doenças pré-existentes.”","“Mesmo esse 3,3% [de óbitos entre 30 e 39 anos no Brasil], é gente que tinha algum problema de saúde, doenças pré-existentes.”",1
"“A nossa despesa total, que vai ter que pagar a conta um dia, tá na casa de R$ 600 bilhões.”","“A nossa despesa total, que vai ter que pagar a conta um dia, tá na casa de R$ 600 bilhões.”",1
“3- A lotérica citada não pertence ao meu irmão e nem estava proibida de funcionar.”,“3- A lotérica citada não pertence ao meu irmão e nem estava proibida de funcionar.”,1
“(...) [as medidas econômicas] bem mostra a preocupação do governo federal em lutar pela vida.”,“(...) [as medidas econômicas] bem mostra a preocupação do governo federal em lutar pela vida.”,1
“Na praia tem o ar livre. Não tem problema nenhum estar lá.”,“Na praia tem o ar livre. Não tem problema nenhum estar lá.”,1
“Um quartinho aí de 9 ou 12 m² tem oito pessoas lá dentro. Isso não é isolamento. Isso é mentira.”,“Um quartinho aí de 9 ou 12 m² tem oito pessoas lá dentro. Isso não é isolamento. Isso é mentira.”,1
"“Até o diretor-presidente da OMS diz que nós não podemos privar esses mais humildes de se movimentar, porque eles têm que levar todo dia o pão para sua casa. ”","“Até o diretor-presidente da OMS diz que nós não podemos privar esses mais humildes de se movimentar, porque eles têm que levar todo dia o pão para sua casa. ”",1
"“Como dizem os infectologistas: 60%, 70% da população será infectada e só a partir daí nós teremos o país considerado imunizado.”","“Como dizem os infectologistas: 60%, 70% da população será infectada e só a partir daí nós teremos o país considerado imunizado.”",1
“Ainda não tem remédio [contra a Covid-19].”,“Ainda não tem remédio [contra a Covid-19].”,1
“Era uma cidade fria [onde ocorreu mortes da Itália].”,“Era uma cidade fria [onde ocorreu mortes da Itália].”,1
"“70% das pessoas serão infectadas pelo vírus, é uma realidade.”","“70% das pessoas serão infectadas pelo vírus, é uma realidade.”",1
“Não é um desentendimento entre o Presidente e ALGUNS governadores e ALGUNS prefeitos... São fatos e realidades que devem ser mostradas. Depois da destruição não interessa mostrar culpados.”,“Não é um desentendimento entre o Presidente e ALGUNS governadores e ALGUNS prefeitos... São fatos e realidades que devem ser mostradas. Depois da destruição não interessa mostrar culpados.”,1
“Em muitos hospitais do Brasil está sendo aplicado isso [hidroxicloroquina] em pacientes graves.”,“Em muitos hospitais do Brasil está sendo aplicado isso [hidroxicloroquina] em pacientes graves.”,1
"“O próprio general Heleno, tem 75 anos, foi acometido do vírus, deu positivo, ficou em quarentena (...)”","“O próprio general Heleno, tem 75 anos, foi acometido do vírus, deu positivo, ficou em quarentena (...)”",1
“A maioria esmagadora das pessoas que são acometidas do vírus não sentem absolutamente nada.”,“A maioria esmagadora das pessoas que são acometidas do vírus não sentem absolutamente nada.”,1
“Tem alguma notícia de criança abaixo de 10 anos que tenha morrido? Não. Zero.”,“Tem alguma notícia de criança abaixo de 10 anos que tenha morrido? Não. Zero.”,1
“Não teve nada de distorcido da minha parte [da fala do diretor da OMS].”,“Não teve nada de distorcido da minha parte [da fala do diretor da OMS].”,1
"“Essa garotada, se infectando agora, ela seria uma barreira no futuro para não transmitir o vírus aos mais idosos.”","“Essa garotada, se infectando agora, ela seria uma barreira no futuro para não transmitir o vírus aos mais idosos.”",1
"“Até o próprio diretor-presidente citou anteontem o exemplo dele, da Etiópia, um país paupérrimo, pobre. E ele lembrando do seu tempo, dos seus irmãos, amigos, que tão na Etiópia no momento, são pessoas que não podem deixar de se locomover para buscar o pão de cada dia. É isso que ele disse.”","“Até o próprio diretor-presidente citou anteontem o exemplo dele, da Etiópia, um país paupérrimo, pobre. E ele lembrando do seu tempo, dos seus irmãos, amigos, que tão na Etiópia no momento, são pessoas que não podem deixar de se locomover para buscar o pão de cada dia. É isso que ele disse.”",1
"“- Não há mudança de tom quando se fala em salvar vidas após alertar sobre histeria, como sugere determinada emissora. ”","“- Não há mudança de tom quando se fala em salvar vidas após alertar sobre histeria, como sugere determinada emissora. ”",1
"“- O Governo Federal anuncia o início da distribuição de testes rápidos para o covid-19. O primeiro lote de 500.000 unidades já foi direcionado para todo país, de acordo com os números do vírus.”","“- O Governo Federal anuncia o início da distribuição de testes rápidos para o covid-19. O primeiro lote de 500.000 unidades já foi direcionado para todo país, de acordo com os números do vírus.”",1
“- SEGUIMOS LUTANDO PARA QUE NENHUM BRASILEIRO FIQUE PARA TRÁS!”,“- SEGUIMOS LUTANDO PARA QUE NENHUM BRASILEIRO FIQUE PARA TRÁS!”,1
"“O que ele [o diretor da OMS] disse, praticamente? Em especial, os informais, tem que trabalhar.”","“O que ele [o diretor da OMS] disse, praticamente? Em especial, os informais, tem que trabalhar.”",1
“Meus parabéns: OMS se associa a Jair Bolsonaro.”,“Meus parabéns: OMS se associa a Jair Bolsonaro.”,1
"“Minha preocupação sempre foi salvar vidas, tanto as que perderemos pela pandemia quanto aquelas que serão atingidas pelo desemprego, violência e fome.”","“Minha preocupação sempre foi salvar vidas, tanto as que perderemos pela pandemia quanto aquelas que serão atingidas pelo desemprego, violência e fome.”",1
“Não me valho dessas palavras [do diretor-geral da OMS] para negar a importância das medidas de prevenção e controle da pandemia.”,“Não me valho dessas palavras [do diretor-geral da OMS] para negar a importância das medidas de prevenção e controle da pandemia.”,1
